Name,NetWorth,Country,Source,Rank,Age,Residence,Citizenship,Status,Children,Education,Self_made,geometry
Michael Krasny,1.3,United States,retail,2263,67.0,"Highland Park, Illinois",United States,Married,1.0,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",True,POINT (-87.80034379999999 42.1816919)
Igor Kudryashkin,1.3,Russia,metallurgy,2263,59.0,"Moscow, Russia",Russia,Married,1.0,"Ph.D, Moscow Institute of Steel and Alloys",True,POINT (37.6174943 55.7504461)
Bernard Lewis & family,1.3,United Kingdom,fashion retailer,2263,95.0,"London, United Kingdom",United Kingdom,,,,True,POINT (-0.1276474 51.5073219)
Li Tan,1.3,China,pharmaceuticals,2263,56.0,"Shenzhen, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",True,POINT (114.0543297 22.555454)
Liang Guangwei,1.3,China,conglomerate,2263,57.0,"Shenzhen, China",China,,,,True,POINT (114.0543297 22.555454)
Liang Jiankun & family,1.3,China,cobalt mining,2263,59.0,"Nanjing, China",China,,,,True,POINT (118.7916458 32.0609736)
Liu Jilu & family,1.3,China,Logistics,2263,74.0,"Maanshan, China",China,,,,True,POINT (118.5048377 31.6866105)
Mangal Prabhat Lodha,1.3,India,real estate,2263,65.0,"Mumbai, India",India,Married,2.0,,True,POINT (72.8773928 19.0759899)
Brandt Louie,1.3,Canada,drugstores,2263,77.0,"Vancouver, Canada",Canada,Married,2.0,,False,POINT (-123.1139529 49.2608724)
Lu Hongyan,1.3,China,online games,2263,43.0,"Xiamen, China",China,,,,True,POINT (118.0853479 24.4801069)
Zhaoxi Lu,1.3,China,e-commerce,2263,52.0,"Hangzhou, China",China,,,,True,POINT (120.2052342 30.2489634)
Ma Renhe,1.3,China,"textiles, apparel",2263,61.0,"Ningbo, China",China,,,,True,POINT (121.6203873 29.8622194)
Deepak Mehta,1.3,India,chemicals,2263,64.0,"Vadodara, India",India,Married,2.0,"Bachelor of Science, Bombay University",False,POINT (73.1942567 22.2973142)
Ulrike Meister,1.3,Germany,appliances,2263,54.0,"Landsberg, Germany",Germany,,,,False,POINT (10.8737728 48.0514973)
Lidiya Mikhailova & family,1.3,Russia,agribusiness,2263,63.0,"London, United Kingdom",Russia,Divorced,2.0,,True,POINT (-0.1276474 51.5073219)
Alan Miller & family,1.3,United States,healthcare services,2263,,,,,,,,POINT (-100.4458825 39.7837304)
Martin Moller Nielsen,1.3,Denmark,aircraft leasing,2263,56.0,"London, United Kingdom",Denmark,Single,,,True,POINT (-0.1276474 51.5073219)
Greg Mondre,1.3,United States,private equity,2263,46.0,"New York, New York",United States,Married,,,True,POINT (-74.00601519999999 40.7127281)
Yoshiko Mori,1.3,Japan,real estate,2263,80.0,"Tokyo, Japan",Japan,Widowed,2.0,,False,POINT (139.7594549 35.6828387)
Bob Muglia,1.3,United States,software,2263,61.0,"Mercer Island, Washington",United States,Married,1.0,"Bachelor of Science, University of Michigan",True,POINT (-122.2201423 47.5602073)
George Alexander Muthoot,1.3,India,financial services,2263,65.0,"Ernakulam, India",India,Married,2.0,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Kerala",False,POINT (76.4848521 10.1295438)
George Jacob Muthoot,1.3,India,financial services,2263,68.0,"Trivandrum, India",India,Married,2.0,"Bachelor of Science in Engineering, Manipal University",False,POINT (76.9360573 8.524112199999999)
George Thomas Muthoot,1.3,India,financial services,2263,70.0,"Kottayam, India",India,Married,2.0,,False,POINT (76.6455326 9.6287383)
Ranjan Pai,1.3,India,education,2263,48.0,"Bangalore, India",India,Married,2.0,,False,POINT (77.59129969999999 12.9791198)
Antonio Percassi,1.3,Italy,"real estate, diversified",2263,67.0,"Bergamo, Italy",Italy,Divorced,6.0,,True,POINT (9.7542192 45.7566557)
Stefan Pierer,1.3,Austria,automotive,2263,64.0,"Wels, Austria",Austria,,,"Bachelor of Arts/Science, Montan University",True,POINT (14.0243752 48.1565472)
Qiu Minxiu,1.3,China,semiconductors,2263,75.0,"Shangyu, China",China,,,,True,POINT (120.8641815 30.0348513)
Lily Safra,1.3,Monaco,banking,2263,83.0,"Geneva, Switzerland",Monaco,Widowed,2.0,,False,POINT (6.1466014 46.2017559)
Nobutada Saji,1.3,Japan,beverages,2263,75.0,"Tokyo, Japan",Japan,Married,,"Master of Business Administration, Anderson School of Management",False,POINT (139.7594549 35.6828387)
Thomas Sandell,1.3,Sweden,hedge funds,2263,60.0,"London, United Kingdom",Sweden,Married,1.0,"Master of Business Administration, Columbia Business School; Bachelor of Arts/Science, Uppsala University",True,POINT (-0.1276474 51.5073219)
Penny Sanford,1.3,United States,real estate brokerage,2263,55.0,"Bellingham, Washington",United States,,,,False,POINT (-122.4788361 48.7544012)
Ilya Scherbovich,1.3,Russia,investments,2263,46.0,"Moscow, Russia",Russia,Married,2.0,"Master of Science, Plekhanov Russian University of Economics",True,POINT (37.6174943 55.7504461)
Gerald Schwartz,1.3,Canada,finance,2263,79.0,"Toronto, Canada",Canada,Married,4.0,"Master of Business Administration, Harvard University",True,POINT (-79.3839347 43.6534817)
Anatoly Sedykh,1.3,Russia,steel pipes,2263,56.0,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Science in Engineering, Moscow Institute of Steel and Alloys",True,POINT (37.6174943 55.7504461)
Radik Shaimiev,1.3,Russia,"refinery, chemicals",2263,56.0,"Kazan, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Kazan Institute of Civil Engineering",True,POINT (49.1242266 55.7823547)
Shao Xiaofeng,1.3,China,e-commerce,2263,55.0,"Hangzhou, China",China,,,,True,POINT (120.2052342 30.2489634)
Shi Xu,1.3,Singapore,technology,2263,57.0,"Singapore, Singapore",Singapore,Married,,,True,POINT (103.8194992 1.357107)
Shin Chang-jae,1.3,South Korea,insurance,2263,67.0,"Seoul, South Korea",South Korea,Married,2.0,"Doctorate, Seoul National University",False,POINT (126.9782914 37.5666791)
Ron Sim,1.3,Singapore,retail,2263,62.0,"Singapore, Singapore",Singapore,Married,3.0,,True,POINT (103.8194992 1.357107)
Jasminder Singh & family,1.3,United Kingdom,hotels,2263,70.0,"London, United Kingdom",United Kingdom,Married,,,True,POINT (-0.1276474 51.5073219)
Jared Smith,1.3,United States,cloud computing,2263,46.0,"Provo, Utah",United States,,,"Bachelor of Science, London School of Economics",True,POINT (-111.6585337 40.2338438)
Terry Snow,1.3,Australia,"airports, real estate",2263,77.0,"Canberra, Australia",Australia,Married,4.0,,True,POINT (149.148496 -35.3344071)
Petter Stordalen & family,1.3,Norway,hotels,2263,58.0,"Oslo, Norway",Norway,Married,,,True,POINT (10.7389701 59.9133301)
Dirk Stroeer,1.3,Germany,advertising,2263,52.0,"Cologne, Germany",Germany,,,,False,POINT (6.959974 50.938361)
Satoshi Suzuki,1.3,Japan,cosmetics,2263,67.0,"Tokyo, Japan",Japan,Married,,,False,POINT (139.7594549 35.6828387)
Tang Zhuang,1.3,United States,electronics,2263,48.0,"Wuxi, China",United States,,,"Bachelor of Arts/Science, Peking University; Doctorate, Univeristy of Illinois at Urbana-Champaign",True,POINT (120.3074357 31.4933074)
Joop van den Ende,1.3,Netherlands,TV shows,2263,79.0,"Baarn, Netherlands",Netherlands,Married,2.0,,True,POINT (5.2691434 52.2002549)
Masaru Wasami,1.3,Japan,logistics,2263,75.0,Japan,Japan,,,,True,POINT (139.2394179 36.5748441)
Wei Shaojun,1.3,China,real estate,2263,58.0,"Baoding, China",China,,,,True,POINT (115.490696 38.8579735)
Farris Wilks,1.3,United States,natural gas,2263,69.0,"Cisco, Texas",United States,Married,11.0,"Diploma, High School",True,POINT (-98.97971649999999 32.3828077)
Whitney Wolfe Herd,1.3,United States,dating app,2263,31.0,"Austin, Texas",United States,Married,1.0,"Bachelor of Arts/Science, Southern Methodist University",True,POINT (-97.74369950000001 30.2711286)
Wu Yonghua,1.3,China,apparel,2263,50.0,"Xiamen, China",China,,,,True,POINT (118.0853479 24.4801069)
Xia Shudong,1.3,China,IT service,2263,48.0,"Beijing, China",China,,,"Doctorate, Beijing University",True,POINT (116.3912757 39.906217)
Xiong Jun & family,1.3,China,pharmaceuticals,2263,47.0,"Shanghai, China",China,,,,True,POINT (121.4692071 31.2322758)
Xu Guangfu & family,1.3,China,Daqo Group,2263,78.0,"Chongqing, China",China,,,,True,POINT (106.5478767 29.5647398)
Yang Keng,1.3,China,real estate,2263,60.0,"Chengdu, China",China,Married,,"Bachelor of Arts/Science, Sichuan University",True,POINT (104.0633717 30.6598628)
Luis Enrique Yarur Rey,1.3,Chile,banking,2263,70.0,"Santiago, Chile",Chile,Married,8.0,"Master of Business Administration, IESE Business School",False,POINT (-70.65045019999999 -33.4377756)
Ye Qiongjiu,1.3,China,software,2263,66.0,"Hangzhou, China",China,,,,True,POINT (120.2052342 30.2489634)
Yeh Kuo-I,1.3,Taiwan,manufacturing,2263,80.0,,Taiwan,Married,2.0,,True,POINT (120.9820179 23.9739374)
Yu Bangping & family,1.3,China,coal mining,2263,53.0,"Liupanshui, China",China,Married,,,True,POINT (104.8279652 26.5963778)
Yu Jinkun & family,1.3,China,transportation equipment,2263,78.0,"Changzhou, China",China,,,,True,POINT (119.9691539 31.8122623)
Patrick Zalupski,1.3,United States,homebuilding,2263,40.0,"Jacksonville, Florida",United States,Married,2.0,"Bachelor of Science, Stetson University",True,POINT (-81.65565100000001 30.3321838)
Zhang Gongyun,1.3,China,tyre manufacturing machinery,2263,58.0,"Gaomi, China",China,,,,True,POINT (119.8005385 36.3654065)
Zhou Chengjian,1.3,China,fashion retail,2263,56.0,"Shanghai, China",China,Married,1.0,"EMBA, Zhejiang University",True,POINT (121.4692071 31.2322758)
Zhou Xiayun & family,1.3,China,Education,2263,66.0,"Ningguo, China",China,,,,True,POINT (118.9560438 30.4832799)
Zhu Tao,1.3,China,pharmaceutical,2263,48.0,"Tianjin, China",China,,,"Doctorate in Pedagogical Sciences, Carnegie Mellon University; Doctorate, The University of Pittsburgh; Master of Science, Tsinghua University",True,POINT (117.1951073 39.0856735)
Aras Agalarov,1.2,Russia,real estate,2378,65.0,"Moscow, Russia",Russia,Married,2.0,"Bachelor of Arts/Science, Baku Polytechnical Instit",True,POINT (37.6174943 55.7504461)
Syed Mokhtar AlBukhary,1.2,Malaysia,"engineering, energy, construction",2378,69.0,"Kuala Lumpur, Malaysia",Malaysia,Married,5.0,"Drop Out, High School",True,POINT (101.6942371 3.1516964)
Anant Asavabhokin,1.2,Thailand,real estate,2378,70.0,"Bangkok, Thailand",Thailand,Married,3.0,,True,POINT (100.4930399 13.7544238)
Thomas Bailey,1.2,United States,money management,2378,84.0,"Aspen, Colorado",United States,Divorced,2.0,"Bachelor of Arts/Science, Michigan State University; Master of Business Administration, University of Western Ontario",True,POINT (-106.8235606 39.1911128)
Shay Banon,1.2,Israel,search engine,2378,43.0,"Palo Alto, California",Israel,Married,,,True,POINT (-122.1598465 37.4443293)
Sachin Bansal,1.2,India,flipkart,2378,39.0,"Bangalore, India",India,Married,1.0,"Bachelor of Science in Engineering, Indian Institute of Technology",True,POINT (77.59129969999999 12.9791198)
Christian Bertermann,1.2,Germany,used car sales,2378,37.0,"Berlin, Germany",Germany,,,"Bachelor of Business Administration, University of Manheim",True,POINT (13.3888599 52.5170365)
Cao Kejian,1.2,China,air compressors,2378,59.0,"Quzhou, China",China,Married,1.0,,True,POINT (118.8759775 28.9268429)
Edouard Carmignac,1.2,France,asset management,2378,73.0,"Paris, France",France,Married,5.0,,True,POINT (2.3514616 48.8566969)
Chen Gang,1.2,China,solar energy,2378,53.0,"Guangzhou, China",China,,,,True,POINT (113.2592945 23.1301964)
Chen Tianqiao,1.2,China,online games,2378,47.0,"Atherton, California",China,Married,2.0,"Bachelor of Arts/Science, Fudan University",True,POINT (-122.2058272 37.453773)
Henry Cheng,1.2,Hong Kong,diversified,2378,74.0,"Hong Kong, Hong Kong",Hong Kong,Married,4.0,"Bachelor of Arts/Science, The University of Western Ontario - Richard Ivey School of Business; Master of Business Administration, The University of Western Ontario - Richard Ivey School of Business",False,POINT (114.1628131 22.2793278)
Cheng Wei,1.2,China,ride-hailing service,2378,38.0,"Beijing, China",China,,,,True,POINT (116.3912757 39.906217)
Chey Ki-won,1.2,South Korea,"computer services, telecom",2378,56.0,"Seoul, South Korea",South Korea,Divorced,,,False,POINT (126.9782914 37.5666791)
Chua Thian Poh,1.2,Singapore,real estate,2378,72.0,"Singapore, Singapore",Singapore,Married,4.0,,True,POINT (103.8194992 1.357107)
Ronald Clarke,1.2,United States,payments technology,2378,65.0,"Duluth, Georgia",United States,Married,2.0,"Bachelor of Arts/Science, Colby College; Master of Business Administration, Cornell University",True,POINT (-84.14410460000001 34.0028569)
Sandor Csanyi,1.2,Hungary,"finance, real estate",2378,68.0,"Budapest, Hungary",Hungary,Married,5.0,,True,POINT (19.1460941 47.4813896)
Diego Della Valle,1.2,Italy,shoes,2378,67.0,"Sant'' Elpidio A Mare, Italy",Italy,Married,2.0,,False,POINT (12.83333 42.83333)
Deng Hui & family,1.2,United States,software,2378,59.0,"Hangzhou, China",United States,Married,,"Ph.D, Washington University in St. Louis",True,POINT (120.2052342 30.2489634)
Carl DeSantis,1.2,United States,energy drink,2378,81.0,"Delray Beach, Florida",United States,,,,True,POINT (-80.0728201 26.4614625)
Mathias Doepfner,1.2,Germany,Media,2378,58.0,,Germany,,,,False,POINT (10.4234469 51.0834196)
Aydin Dogan,1.2,Turkey,media,2378,85.0,"Istanbul, Turkey",Turkey,Married,4.0,,True,POINT (28.9651646 41.0096334)
Marek Dospiva,1.2,Czechia,investments,2378,51.0,"Prague, Czechia",Czechia,Divorced,,,True,POINT (14.4212535 50.0874654)
Wesley Edens,1.2,United States,investments,2378,59.0,"New York, New York",United States,Married,4.0,"Bachelor of Arts/Science, Oregon State University",True,POINT (-74.00601519999999 40.7127281)
Wolfgang Egger,1.2,Germany,real estate,2378,55.0,"Augsburg, Germany",Germany,,1.0,,True,POINT (10.8986971 48.3668041)
Gabriel Escarrer,1.2,Spain,hotels,2378,86.0,"Palma de Majorca, Spain",Spain,Married,6.0,,True,POINT (2.6496704 39.5691163)
Fan Zhaoxia & family,1.2,China,photovoltaic equipment,2378,53.0,"Beijing, China",China,Married,,,True,POINT (116.3912757 39.906217)
Clement Fayat & family,1.2,France,construction,2378,89.0,"Saint-Émilion, France",France,Married,,,True,POINT (-0.1560662 44.8931452)
Gleb Fetisov,1.2,Russia,investments,2378,54.0,"Moscow, Russia",Russia,Married,3.0,"Doctorate, Moscow State University",True,POINT (37.6174943 55.7504461)
Benedicte Find,1.2,Denmark,medical devices,2378,,"Copenhagen, Denmark",Denmark,,,,False,POINT (12.5700724 55.6867243)
J. Christopher Flowers,1.2,United States,investments,2378,63.0,"New York, New York",United States,Married,2.0,"Bachelor of Arts/Science, Harvard University",True,POINT (-74.00601519999999 40.7127281)
Dan Gertler,1.2,Israel,mining,2378,47.0,"Bnei Brak, Israel",Israel,Married,11.0,"Diploma, High School",False,POINT (34.8324376 32.0873899)
Premchand Godha,1.2,India,pharmaceuticals,2378,74.0,"Mumbai, India",India,Married,2.0,"Chartered Accountant, Institute of Chartered Accountants of India; Bachelor of Commerce, University of Rajasthan",True,POINT (72.8773928 19.0759899)
Lance Gokongwei,1.2,Philippines,diversified,2378,53.0,"Manila, Philippines",Philippines,Married,,"Bachelor of Science, The Wharton School of the University of Pennsylvania; Bachelor of Science, University of Pennsylvania, School of Engineering and Applied Science",False,POINT (120.9809674 14.5907332)
Lawrence Golub,1.2,United States,private equity,2378,61.0,"New York, New York",United States,,,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, Harvard College; Doctor of Jurisprudence, Harvard Law School",True,POINT (-74.00601519999999 40.7127281)
Ryan Graves,1.2,United States,uber,2378,37.0,"Kauai, Hawaii",United States,Married,4.0,"Bachelor of Arts/Science, Miami University of Ohio",True,POINT (-159.5587678 22.0504666)
Mehmet Nazif Gunal,1.2,Turkey,"tourism, construction",2378,73.0,"Istanbul, Turkey",Turkey,Married,3.0,,True,POINT (28.9651646 41.0096334)
Stelios Haji-Ioannou,1.2,Cyprus,EasyJet,2378,54.0,"Monte Carlo, Monaco",Cyprus,Single,,"Master of Science, City University of London; Bachelor of Arts/Science, London School of Economics",False,POINT (7.426559 43.7402961)
Alfredo Harp Helu & family,1.2,Mexico,banking,2378,77.0,"Mexico City, Mexico",Mexico,Married,4.0,,True,POINT (-99.1331785 19.4326296)
Jaroslav Hascak,1.2,Slovakia,investments,2378,51.0,"Bratislava, Slovakia",Slovakia,Married,,,True,POINT (17.1093063 48.1516988)
Hong Seok-joh,1.2,South Korea,convenience stores,2378,68.0,"Seoul, South Korea",South Korea,Married,1.0,"Master of Laws, Harvard University; Law Degree, Seoul National University",False,POINT (126.9782914 37.5666791)
Hu Xiaojun & family,1.2,China,Airline,2378,59.0,"Guiyang, China",China,Married,,,True,POINT (112.72964 25.7561647)
Huang Shanbing & family,1.2,China,semiconductors,2378,64.0,"Qidong, China",China,Married,,,True,POINT (112.0847511 26.8007069)
Huang Yimeng,1.2,China,mobile games,2378,39.0,"Shanghai, China",China,,,,True,POINT (121.4692071 31.2322758)
Jonas Kamprad,1.2,Sweden,IKEA,2378,55.0,"London, United Kingdom",Sweden,Married,2.0,,False,POINT (-0.1276474 51.5073219)
Mathias Kamprad,1.2,Sweden,IKEA,2378,51.0,"London, United Kingdom",Sweden,Divorced,2.0,,False,POINT (-0.1276474 51.5073219)
Peter Kamprad,1.2,Sweden,IKEA,2378,57.0,"Tervuren, Belgium",Sweden,Married,2.0,,False,POINT (4.5138824 50.8241883)
Eugene Kaspersky,1.2,Russia,software,2378,55.0,"Moscow, Russia",Russia,Divorced,4.0,"Bachelor of Arts/Science, Institute of Cryptography, Telecommunications and Computer Science (FSB Academy)",True,POINT (37.6174943 55.7504461)
Kim Dae-il,1.2,South Korea,mobile gaming,2378,41.0,"Anyang, South Korea",South Korea,Married,1.0,,True,POINT (126.9570605 37.3938528)
Kim Jung-woong,1.2,South Korea,cosmetics,2378,46.0,"Seoul, South Korea",South Korea,Married,1.0,"Associate in Arts/Science, Daelim University",True,POINT (126.9782914 37.5666791)
Kazutoshi Kobayashi,1.2,Japan,cosmetics,2378,58.0,"Tokyo, Japan",Japan,,,,False,POINT (139.7594549 35.6828387)
Masanori Kobayashi,1.2,Japan,cosmetics,2378,48.0,"Tokyo, Japan",Japan,,,,False,POINT (139.7594549 35.6828387)
Takao Kobayashi,1.2,Japan,cosmetics,2378,56.0,"Tokyo, Japan",Japan,,,,False,POINT (139.7594549 35.6828387)
Hakan Koc,1.2,Germany,online car sales,2378,36.0,"Berlin, Germany",Germany,,,"Bachelor of Law, Bucerius Law School",True,POINT (13.3888599 52.5170365)
Andrei Komarov,1.2,Russia,manufacturing,2378,54.0,"Moscow, Russia",Russia,Married,6.0,"Bachelor of Arts/Science, Moscow Institute of Chemical Engineering",True,POINT (37.6174943 55.7504461)
Koo Bon-joon,1.2,South Korea,"electronics, household products",2378,69.0,"Seoul, South Korea",South Korea,Married,2.0,"Bachelor of Arts/Science, Seoul National University; Master of Business Administration, University of Chicago",False,POINT (126.9782914 37.5666791)
